1) 0.0	: 19.64969602801709
8135) 3783.77460391131	: 18.64349927752917
8136) 3784.2397839708024	: 15.982103891185895
8137) 3784.7049640302944	: 18.312377765421893
8138) 3785.170144089787	: 18.032943045275907
8139) 3785.6353241492793	: 16.89157411519054
8140) 3786.100504208772	: 16.9568345566387
8141) 3786.5656842682642	: 17.703804596294262
8142) 3787.0308643277567	: 17.298755569965955
8143) 3787.496044387249	: 14.81363259288654
8144) 3787.9612244467417	: 16.819845299673624
8145) 3788.426404506234	: 15.576798655351613
8146) 3788.891584565726	: 16.54265599919828
8147) 3789.3567646252186	: 17.323102175397494
8148) 3789.821944684711	: 17.26565508117674
8149) 3790.2871247442035	: 17.312509820281612
8150) 3790.752304803696	: 15.642098279319361
8151) 3791.2174848631885	: 13.772619913171216
8152) 3791.682664922681	: 17.045626753728257
8153) 3792.1478449821734	: 16.322100934188544
8154) 3792.6130250416654	: 15.709271536324811
8155) 3793.078205101158	: 16.658022408994594
8156) 3793.5433851606504	: 16.605667020578387
8157) 3794.008565220143	: 16.3661821765855
8158) 3794.4737452796353	: 17.91680563526351
8159) 3794.9389253391278	: 16.75522173212048
8160) 3795.4041053986202	: 15.579174107824167
8161) 3795.8692854581127	: 15.051668162953428
8162) 3796.334465517605	: 17.669639656884893
8163) 3796.799645577097	: 16.52438838870288
8164) 3797.2648256365896	: 16.537675204466225
8165) 3797.730005696082	: 14.991483711405317
8166) 3798.1951857555746	: 16.705994523635162
8167) 3798.660365815067	: 16.72536664374641
8168) 3799.1255458745595	: 17.42456785202076
8169) 3799.590725934052	: 15.783573396547961
8170) 3800.0559059935445	: 17.78671704410247
8171) 3800.521086053037	: 16.018455255167037
8172) 3800.986266112529	: 15.120752087224826
8173) 3801.4514461720214	: 15.390001651325084
8174) 3801.916626231514	: 15.985890861868864
8175) 3802.3818062910063	: 16.47200867034886
8176) 3802.846986350499	: 16.365242531303704
8177) 3803.3121664099913	: 14.815354540549563
8178) 3803.7773464694837	: 13.676824850845446
8179) 3804.242526528976	: 15.258784519433458
8180) 3804.707706588468	: 17.280534045778513
8181) 3805.1728866479607	: 17.816150809886782
8182) 3805.638066707453	: 15.638706833877876
8183) 3806.1032467669456	: 16.41511404928974
8184) 3806.568426826438	: 12.798110791771238
8185) 3807.0336068859306	: 16.710384289325983
8186) 3807.498786945423	: 15.551243903631832
8187) 3807.9639670049155	: 16.539189952577697
8188) 3808.429147064408	: 16.470046800071
8189) 3808.8943271239	: 16.124814785117103
8190) 3809.3595071833925	: 16.41259356119497
8191) 3809.824687242885	: 16.126792336292635
8192) 3810.2898673023774	: 15.114165434283468
8193) 3810.75504736187	: 14.401735561270305
8194) 3811.2202274213623	: 13.879429865223354
8195) 3811.685407480855	: 16.455712437593288
8196) 3812.1505875403473	: 16.48077596923118
8197) 3812.6157675998397	: 13.848848087842962
8198) 3813.0809476593317	: 16.129633484316326
8199) 3813.546127718824	: 15.659524555426113
8200) 3814.0113077783167	: 16.56874897941309
8201) 3814.476487837809	: 15.647258829907491
8202) 3814.9416678973016	: 16.76233649373115
8203) 3815.406847956794	: 17.258038708144756
8204) 3815.8720280162865	: 18.16935423328678
8205) 3816.337208075779	: 17.350848235680445
8206) 3816.8023881352715	: 17.397812745912425
8207) 3817.2675681947635	: 13.76236745253144
8208) 3817.732748254256	: 15.68516866361097
8209) 3818.1979283137484	: 17.253498836962834
8210) 3818.663108373241	: 13.715280984535735
8211) 3819.1282884327334	: 16.846793967259032
8212) 3819.593468492226	: 17.55444441086883
8213) 3820.0586485517183	: 15.579948398922557
8214) 3820.523828611211	: 17.89959520383538
8215) 3820.989008670703	: 18.134259329370355
8216) 3821.4541887301953	: 17.48765961525362
8217) 3821.9193687896877	: 16.763664394504094
8218) 3822.38454884918	: 16.44671637957161
8219) 3822.8497289086727	: 16.405250493149072
8220) 3823.314908968165	: 16.368356471123395
8221) 3823.7800890276576	: 14.84764215273672
8222) 3824.24526908715	: 13.520395927849128
8223) 3824.7104491466425	: 15.165022486248864
8224) 3825.1756292061345	: 16.00674117698797
8225) 3825.640809265627	: 16.12463498130585
8226) 3826.1059893251195	: 14.534113803041558
8227) 3826.571169384612	: 14.270829849965144
8228) 3827.0363494441044	: 13.761032530479607
8229) 3827.501529503597	: 15.448344419098884
8230) 3827.9667095630894	: 17.395089004516777
8231) 3828.431889622582	: 17.563684414494347
8232) 3828.8970696820743	: 18.006537338790228
8233) 3829.3622497415663	: 17.660539536562297
8234) 3829.8274298010588	: 16.97442359014249
8235) 3830.2926098605512	: 16.598919239940603
8236) 3830.7577899200437	: 17.56668124409888
8237) 3831.222969979536	: 17.304138676287682
8238) 3831.6881500390286	: 17.588160989848195
8239) 3832.153330098521	: 17.166168899185088
8240) 3832.6185101580136	: 15.947976974445538
8241) 3833.0836902175056	: 13.761194548881047
8242) 3833.548870276998	: 17.12489206711177
8243) 3834.0140503364905	: 17.663192480822197
8244) 3834.479230395983	: 15.644408891468467
8245) 3834.9444104554755	: 17.32719352538795
8246) 3835.409590514968	: 16.392416132323877
8247) 3835.8747705744604	: 16.431744971177736
8248) 3836.339950633953	: 15.595786572114804
8249) 3836.8051306934453	: 15.522269158337314
8250) 3837.2703107529373	: 15.827959306510646
8251) 3837.73549081243	: 15.43310230649359
8252) 3838.2006708719223	: 16.033460994129626
8253) 3838.6658509314148	: 16.67517788649547
8254) 3839.131030990907	: 15.303940451234165
8255) 3839.5962110503997	: 17.17973290662164
8256) 3840.061391109892	: 14.55680402040412
8257) 3840.5265711693846	: 15.896430017642706
8258) 3840.991751228877	: 16.371128533506667
8259) 3841.456931288369	: 14.52077745878104
8260) 3841.9221113478616	: 13.626257042425852
8261) 3842.387291407354	: 15.770511276986003
8262) 3842.8524714668465	: 16.44974741589824
8263) 3843.317651526339	: 16.74796743564642
8264) 3843.7828315858314	: 16.195817424065602
8265) 3844.248011645324	: 17.622179888529086
8266) 3844.7131917048164	: 13.153270372333642
8267) 3845.1783717643084	: 17.407006143334538
8268) 3845.643551823801	: 17.375817743796308
8269) 3846.1087318832933	: 17.154559078248592
8270) 3846.573911942786	: 17.660882629618143
8271) 3847.0390920022783	: 16.565258272636395
8272) 3847.5042720617707	: 16.06012313468635
8273) 3847.969452121263	: 17.04948101869137
8274) 3848.4346321807557	: 16.906911994364602
8275) 3848.899812240248	: 16.907068488434202
8276) 3849.36499229974	: 14.646908709686164
8277) 3849.8301723592326	: 17.50176704674979
8278) 3850.295352418725	: 17.033286802192183
8279) 3850.7605324782176	: 17.862607242748272
8280) 3851.22571253771	: 16.66370093160941
8281) 3851.6908925972025	: 17.176973522646417
8282) 3852.156072656695	: 15.108993476117538
8283) 3852.6212527161874	: 16.101318310680846
8284) 3853.08643277568	: 17.025889248264605
8285) 3853.551612835172	: 10.82518689511326
8286) 3854.0167928946644	: 15.187088260508588
8287) 3854.481972954157	: 14.410351609442937
8288) 3854.9471530136493	: 16.731430726777415
8289) 3855.412333073142	: 15.123088619335888
8290) 3855.8775131326342	: 15.370316369822612
8291) 3856.3426931921267	: 16.958978808053754
8292) 3856.807873251619	: 14.736669815741706
8293) 3857.2730533111117	: 16.20867328868167
8294) 3857.7382333706037	: 17.017242001698982
8295) 3858.203413430096	: 16.404111594229395
8296) 3858.6685934895886	: 16.388477071571177
8297) 3859.133773549081	: 17.34681850645722
8298) 3859.5989536085735	: 14.879125536638465
8299) 3860.064133668066	: 15.424254573012274
8300) 3860.5293137275585	: 15.813031341869623
8301) 3860.994493787051	: 17.40455820508876
8302) 3861.459673846543	: 17.562803573353527
8303) 3861.9248539060354	: 15.833390513563467
8304) 3862.390033965528	: 16.24502703888503
8305) 3862.8552140250204	: 16.29800473360749
8306) 3863.320394084513	: 16.075740530477056
8307) 3863.7855741440053	: 15.717609875205053
8308) 3864.2507542034978	: 13.968282101064897
8309) 3864.7159342629902	: 14.310274427384973
8310) 3865.1811143224827	: 16.245080512522428
8311) 3865.6462943819747	: 17.103044170038075
8312) 3866.111474441467	: 16.601453580766954
8313) 3866.5766545009596	: 16.119022812905502
8314) 3867.041834560452	: 16.614736875753817
8315) 3867.5070146199446	: 15.639500187805604
8316) 3867.972194679437	: 16.370396004743398
8317) 3868.4373747389295	: 15.279130281094348
8318) 3868.902554798422	: 16.044658526484316
8319) 3869.3677348579145	: 16.19453253550267
8320) 3869.8329149174065	: 14.860316741678265
8321) 3870.298094976899	: 15.735050273534174
8322) 3870.7632750363914	: 15.643113774950809
8323) 3871.228455095884	: 13.695337115107742
8324) 3871.6936351553763	: 15.080116462604218
8325) 3872.158815214869	: 16.15549363196177
8326) 3872.6239952743613	: 16.31836582617909
8327) 3873.0891753338537	: 16.567442332637196
8328) 3873.5543553933458	: 15.758392201742089
8329) 3874.019535452838	: 16.871589661717856
8330) 3874.4847155123307	: 16.63583166020151
8331) 3874.949895571823	: 15.454269102456013
8332) 3875.4150756313156	: 16.272681242950878
8333) 3875.880255690808	: 16.59700326290501
8334) 3876.3454357503006	: 17.198091600045196
8335) 3876.810615809793	: 16.493659410815773
8336) 3877.2757958692855	: 17.148947710187823
8337) 3877.7409759287775	: 17.444581682852053
8338) 3878.20615598827	: 15.146168168119454
8339) 3878.6713360477625	: 15.86311854053341
8340) 3879.136516107255	: 12.44881645531233
8341) 3879.6016961667474	: 16.486026011843457
8342) 3880.06687622624	: 16.63692524896202
8343) 3880.5320562857323	: 16.654527244845745
8344) 3880.997236345225	: 13.69636616497392
8345) 3881.4624164047173	: 17.152409184457024
8346) 3881.9275964642093	: 17.878046968147956
8347) 3882.3927765237017	: 15.84189089490213
8348) 3882.857956583194	: 16.596953984493197
8349) 3883.3231366426867	: 16.8898584504174
8350) 3883.788316702179	: 16.726382483320695
8351) 3884.2534967616716	: 15.71085415134237
8352) 3884.718676821164	: 16.857972931790442
8353) 3885.1838568806565	: 15.87904720935293
8354) 3885.649036940149	: 17.104973495885925
8355) 3886.114216999641	: 16.294439461623643
8356) 3886.5793970591335	: 16.741853716522833
8357) 3887.044577118626	: 15.483419822803711
8358) 3887.5097571781184	: 17.91814444776839
8359) 3887.974937237611	: 18.226174055204147
8360) 3888.4401172971034	: 16.325676640822763
8361) 3888.905297356596	: 15.456472465427051
8362) 3889.3704774160883	: 17.841072326874524
8363) 3889.8356574755803	: 15.850798562440882
8364) 3890.300837535073	: 16.481677330249717
8365) 3890.7660175945653	: 15.444910242671138
8366) 3891.2311976540577	: 17.143266147444766
8367) 3891.69637771355	: 16.872949078015697
8368) 3892.1615577730427	: 15.295935539378286
8369) 3892.626737832535	: 14.929091280956019
8370) 3893.0919178920276	: 16.462810628453603
8371) 3893.55709795152	: 13.510143473918788
8372) 3894.022278011012	: 15.496882433457912
8373) 3894.4874580705045	: 15.867757431143724
8374) 3894.952638129997	: 15.952164214321874
8375) 3895.4178181894895	: 14.302787757640164
8376) 3895.882998248982	: 15.415230578550586
8377) 3896.3481783084744	: 15.176795983348674
8378) 3896.813358367967	: 15.295494520891264
8379) 3897.2785384274594	: 14.260724329986719
8380) 3897.743718486952	: 15.851079622282544
8381) 3898.208898546444	: 14.281295925795515
8382) 3898.6740786059363	: 16.656526558243304
8383) 3899.1392586654288	: 14.823160834002746
8384) 3899.6044387249212	: 15.863210777984708
8385) 3900.0696187844137	: 13.51029700748332
8386) 3900.534798843906	: 14.97353319556223
8387) 3900.9999789033986	: 13.325817465935296
8388) 3901.465158962891	: 16.632531106994495
8389) 3901.930339022383	: 16.81109543622013
8390) 3902.3955190818756	: 14.786736478379918
8391) 3902.860699141368	: 16.323783957494598
8392) 3903.3258792008605	: 14.214383440459716
8393) 3903.791059260353	: 12.938500768270647
8394) 3904.2562393198455	: 14.47427819988874
8395) 3904.721419379338	: 14.454347863973904
8396) 3905.1865994388304	: 16.5518876435816
8397) 3905.651779498323	: 16.51551326792802
8398) 3906.116959557815	: 15.954723730184416
8399) 3906.5821396173073	: 16.155197076245354
8400) 3907.0473196768	: 16.66403959690539
8401) 3907.5124997362923	: 15.758695968668073
8402) 3907.9776797957848	: 15.689511858236404
8403) 3908.442859855277	: 15.953210997754748
8404) 3908.9080399147697	: 14.613883700061916
8405) 3909.373219974262	: 17.059053992093254
8406) 3909.8384000337546	: 16.724090434267545
8407) 3910.3035800932466	: 15.313415441245661
8408) 3910.768760152739	: 15.408047979113679
8409) 3911.2339402122316	: 15.080787605307133
8410) 3911.699120271724	: 16.72367594078745
8411) 3912.1643003312165	: 14.18524694617939
8412) 3912.629480390709	: 16.016790979114127
8413) 3913.0946604502014	: 16.03086836835781
8414) 3913.559840509694	: 16.49568640354189
8415) 3914.025020569186	: 16.74638956070072
8416) 3914.4902006286784	: 16.487239462792104
8417) 3914.955380688171	: 15.787832633559137
8418) 3915.4205607476633	: 16.371218864598777
8419) 3915.885740807156	: 15.467742653039323
8420) 3916.3509208666483	: 15.644751838855758
8421) 3916.8161009261407	: 17.162624987323646
8422) 3917.281280985633	: 16.371934552436972
8423) 3917.7464610451257	: 16.901673048791316
8424) 3918.2116411046177	: 15.806738916049843
8425) 3918.67682116411	: 16.81541894358731
8426) 3919.1420012236026	: 17.06010527788195
8427) 3919.607181283095	: 15.455125139796014
8428) 3920.0723613425876	: 17.001362753548484
8429) 3920.53754140208	: 16.71764853013326
8430) 3921.0027214615725	: 17.29816611445334
8431) 3921.467901521065	: 16.30957168456687
8432) 3921.9330815805574	: 15.362373567299366
8433) 3922.3982616400494	: 16.498476110783237
8434) 3922.863441699542	: 14.994630143318313
8435) 3923.3286217590344	: 15.063586081583276
8436) 3923.793801818527	: 16.559270070661075
8437) 3924.2589818780193	: 14.49183719435564
8438) 3924.724161937512	: 15.779500052344034
8439) 3925.1893419970042	: 16.55974177130258
8440) 3925.6545220564967	: 16.567155241880293
8441) 3926.119702115989	: 16.119004839894696
8442) 3926.584882175481	: 17.80213595109844
8443) 3927.0500622349737	: 16.08252986977937
8444) 3927.515242294466	: 16.34141958485319
8445) 3927.9804223539586	: 14.345173777921445
8446) 3928.445602413451	: 15.190533117416104
8447) 3928.9107824729435	: 16.099976998359555
8448) 3929.375962532436	: 16.12792142470277
8449) 3929.8411425919285	: 17.505237335716036
8450) 3930.3063226514205	: 17.509565646413396
8451) 3930.771502710913	: 15.77850342567054
8452) 3931.2366827704054	: 16.587938730754935
8453) 3931.701862829898	: 17.326449162124536
8454) 3932.1670428893904	: 17.4490363593707
8455) 3932.632222948883	: 17.13713164049851
8456) 3933.0974030083753	: 15.23593585337494
8457) 3933.5625830678678	: 17.46602590439492
8458) 3934.0277631273602	: 16.03568132194089
8459) 3934.4929431868522	: 16.599534850839476
8460) 3934.9581232463447	: 15.295266584306882
8461) 3935.423303305837	: 18.267720754789693
8462) 3935.8884833653296	: 18.182699210160038
8463) 3936.353663424822	: 16.590409692064885
8464) 3936.8188434843146	: 18.18950359062152
8465) 3937.284023543807	: 16.49034427207212
8466) 3937.7492036032995	: 16.348852578946214
8467) 3938.214383662792	: 16.419651463460802
8468) 3938.679563722284	: 17.26568089227321
8469) 3939.1447437817765	: 17.13944024844617
8470) 3939.609923841269	: 16.593192210031585
8471) 3940.0751039007614	: 16.786921049123436
8472) 3940.540283960254	: 15.171554784183632
8473) 3941.0054640197463	: 17.413711177844423
8474) 3941.470644079239	: 14.571535769636565
8475) 3941.9358241387313	: 17.293294595490448
8476) 3942.4010041982233	: 16.638974512823076
8477) 3942.8661842577158	: 17.34932575954231
8478) 3943.331364317208	: 17.46740147952386
8479) 3943.7965443767007	: 18.435565704866086
8480) 3944.261724436193	: 17.9821152040539
8481) 3944.7269044956856	: 17.38801880158687
8482) 3945.192084555178	: 18.559930843709015
8483) 3945.6572646146706	: 17.1411435630775
8484) 3946.122444674163	: 18.192720221086866
8485) 3946.587624733655	: 15.305312849188633
8486) 3947.0528047931475	: 18.98210825793418
8487) 3947.51798485264	: 16.23888867095225
8488) 3947.9831649121325	: 17.434626909112964
8489) 3948.448344971625	: 17.20128815180936
8490) 3948.9135250311174	: 16.863189995108407
8491) 3949.37870509061	: 17.57808356329154
8492) 3949.8438851501023	: 17.09012846123489
8493) 3950.309065209595	: 17.840239352152917
8494) 3950.774245269087	: 17.883072005763804
8495) 3951.2394253285793	: 17.70585124802176
8496) 3951.7046053880717	: 16.80191077507365
8497) 3952.169785447564	: 17.603291020539753
8498) 3952.6349655070567	: 18.191481536151983
8499) 3953.100145566549	: 18.23590721464212
8500) 3953.5653256260416	: 18.184989217245715
8501) 3954.030505685534	: 19.10020356803359
8502) 3954.4956857450265	: 18.35792050618657
8503) 3954.9608658045186	: 15.947743788832378
8504) 3955.426045864011	: 18.478257337956197
8505) 3955.8912259235035	: 18.563384859139394
8506) 3956.356405982996	: 17.982488912141108
8507) 3956.8215860424884	: 18.18866361745389
8508) 3957.286766101981	: 18.120279597791633
8509) 3957.7519461614734	: 16.79874743597278
8510) 3958.217126220966	: 16.72459066239908
8511) 3958.682306280458	: 18.509117184990256
